Enroll_Academic_Period,Institution_Name,Gender,Nationality,Total Students
2016-2017 : Spring,Institute of Management Technology,Female,National,10
2018-2019 : Fall,Institute of Management Technology,Female,National,9
2020-2021 : Fall,Institute of Management Technology,Female,Non-National,4
2020-2021 : Spring,Institute of Management Technology,Female,National,20
2020-2021 : Spring,Institute of Management Technology,Female,Non-National,5
2021-2022 : Fall,Institute of Management Technology,Female,National,20
2021-2022 : Fall,Institute of Management Technology,Female,Non-National,1
2021-2022 : Spring,Institute of Management Technology,Female,Non-National,1
2012-2013 : Fall,Jumeira University,Female,National,17
2012-2013 : Spring,Jumeira University,Female,National,3
2012-2013 : Spring,Jumeira University,Female,Non-National,7
2013-2014 : Fall,Jumeira University,Female,National,13
2013-2014 : Fall,Jumeira University,Female,Non-National,4
2014-2015 : Fall,Jumeira University,Female,Non-National,49
2015-2016 : Spring,Jumeira University,Female,National,7
2016-2017 : Fall,Jumeira University,Female,National,28
2016-2017 : Fall,Jumeira University,Female,Non-National,111
2016-2017 : Spring,Jumeira University,Female,National,4
2016-2017 : Spring,Jumeira University,Female,Non-National,5
2017-2018 : Fall,Jumeira University,Female,National,8
2017-2018 : Fall,Jumeira University,Female,Non-National,33
2017-2018 : Spring,Jumeira University,Female,Non-National,2
2018-2019 : Fall,Jumeira University,Female,National,12
2018-2019 : Fall,Jumeira University,Female,Non-National,30
2018-2019 : Spring,Jumeira University,Female,Non-National,12
2019-2020 Full year courses,Jumeira University,Female,National,8
2019-2020 Full year courses,Jumeira University,Female,Non-National,30
2020-2021 : Spring,Jumeira University,Female,Non-National,17
2021-2022 : Fall,Jumeira University,Female,National,12
2021-2022 : Fall,Jumeira University,Female,Non-National,44
2021-2022 : Spring,Jumeira University,Female,National,2
2015-2016 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,24
2016-2017 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,30
2016-2017 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,National,33
2016-2017 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,15
2017-2018 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,National,31
2018-2019 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,National,30
2018-2019 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,22
2018-2019 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,National,19
2018-2019 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,9
2019-2020 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,National,27
2019-2020 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,National,18
2020-2021 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,National,24
2021-2022 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,18
2021-2022 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,National,14
2021-2022 : Spring,Imam Malik College for Islamic Sharia' and Law,Female,Non-National,5
2022-2023 : Fall,Imam Malik College for Islamic Sharia' and Law,Female,National,26
2012-2013 : Fall,Institute of Management Technology,Female,National,2
2012-2013 : Fall,Institute of Management Technology,Female,Non-National,34
2012-2013 : Spring,Institute of Management Technology,Female,Non-National,8
2013-2014 : Fall,Institute of Management Technology,Female,Non-National,34
2013-2014 : Spring,Institute of Management Technology,Female,National,7
2013-2014 : Spring,Institute of Management Technology,Female,Non-National,11
2014-2015 : Spring,Institute of Management Technology,Female,National,12
2014-2015 : Spring,Institute of Management Technology,Female,Non-National,41
2015-2016 : Fall,Institute of Management Technology,Female,National,11
2015-2016 : Spring,Institute of Management Technology,Female,National,6
2015-2016 : Spring,Institute of Management Technology,Female,Non-National,8
2016-2017 : Fall,Institute of Management Technology,Female,Non-National,33
2016-2017 : Spring,Institute of Management Technology,Female,Non-National,2
2017-2018 : Fall,Institute of Management Technology,Female,National,5
2017-2018 : Fall,Institute of Management Technology,Female,Non-National,40
2018-2019 : Fall,Institute of Management Technology,Female,Non-National,10
2018-2019 : Spring,Institute of Management Technology,Female,National,19
2018-2019 : Spring,Institute of Management Technology,Female,Non-National,1
2019-2020 : Fall,Institute of Management Technology,Female,National,6
2019-2020 : Fall,Institute of Management Technology,Female,Non-National,8
2019-2020 : Spring,Institute of Management Technology,Female,National,6
2019-2020 : Summer 2,Institute of Management Technology,Female,National,5
2020-2021 : Fall,Institute of Management Technology,Female,National,7
2022-2023 : Fall,Institute of Management Technology,Female,National,3
2022-2023 : Fall,Institute of Management Technology,Female,Non-National,9
2022-2023 : Spring,Institute of Management Technology,Female,National,5
2015-2016 : Spring,International Horizons College,Female,Non-National,4
2012-2013 : Fall,Jumeira University,Female,Non-National,1
2013-2014 : Spring,Jumeira University,Female,National,3
2013-2014 : Spring,Jumeira University,Female,Non-National,6
2014-2015 : Fall,Jumeira University,Female,National,16
2014-2015 : Spring,Jumeira University,Female,National,20
2014-2015 : Spring,Jumeira University,Female,Non-National,53
2015-2016 : Fall,Jumeira University,Female,National,18
2015-2016 : Fall,Jumeira University,Female,Non-National,64
2015-2016 : Spring,Jumeira University,Female,Non-National,26
2017-2018 : Spring,Jumeira University,Female,National,5
2019-2020 : Spring,Jumeira University,Female,Non-National,4
2020-2021 : Fall,Jumeira University,Female,National,7
2020-2021 : Fall,Jumeira University,Female,Non-National,20
2020-2021 : Spring,Jumeira University,Female,National,9
2021-2022 : Spring,Jumeira University,Female,Non-National,3
2012-2013 : Spring,Khalifa University of Science and Technology,Female,National,138
2013-2014 : Fall,Khalifa University of Science and Technology,Female,National,154
2013-2014 : Fall,Khalifa University of Science and Technology,Female,Non-National,20
2014-2015 : Fall,Khalifa University of Science and Technology,Female,National,158
2014-2015 : Fall,Khalifa University of Science and Technology,Female,Non-National,7
2015-2016 : Spring,Khalifa University of Science and Technology,Female,National,11
2015-2016 : Spring,Khalifa University of Science and Technology,Female,Non-National,6
2016-2017 : Fall,Khalifa University of Science and Technology,Female,National,344
2016-2017 : Fall,Khalifa University of Science and Technology,Female,Non-National,20
2017-2018 : Fall,Khalifa University of Science and Technology,Female,National,171
2017-2018 : Fall,Khalifa University of Science and Technology,Female,Non-National,25
2018-2019 : Fall,Khalifa University of Science and Technology,Female,National,410
2018-2019 : Spring,Khalifa University of Science and Technology,Female,National,32
2018-2019 : Spring,Khalifa University of Science and Technology,Female,Non-National,20
2020-2021 : Spring,Khalifa University of Science and Technology,Female,National,45
2020-2021 : Spring,Khalifa University of Science and Technology,Female,Non-National,51
2021-2022 : Fall,Khalifa University of Science and Technology,Female,National,455
2021-2022 : Fall,Khalifa University of Science and Technology,Female,Non-National,124
2022-2023 : Full year courses,Khalifa University of Science and Technology,Female,Non-National,12
2022-2023 : Spring,Khalifa University of Science and Technology,Female,National,18
2022-2023 : Winter,"London Business School, Dubai",Female,National,3
2022-2023 : Winter,"London Business School, Dubai",Female,Non-National,40
2012-2013 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,23
2013-2014 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,31
2013-2014 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,9
2014-2015 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,52
2014-2015 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,40
2014-2015 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,7
2015-2016 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,12
2016-2017 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,60
2016-2017 : Fall,MENA College of Management,Female,National,1
2016-2017 : Fall,MENA College of Management,Female,Non-National,1
2016-2017 : Spring,MENA College of Management,Female,National,5
2017-2018 : Fall,MENA College of Management,Female,National,4
2017-2018 : Fall,MENA College of Management,Female,Non-National,7
2012-2013 : Fall,Khalifa University of Science and Technology,Female,National,165
2012-2013 : Fall,Khalifa University of Science and Technology,Female,Non-National,23
2012-2013 : Spring,Khalifa University of Science and Technology,Female,Non-National,24
2013-2014 : Spring,Khalifa University of Science and Technology,Female,National,12
2013-2014 : Spring,Khalifa University of Science and Technology,Female,Non-National,2
2014-2015 : Spring,Khalifa University of Science and Technology,Female,National,5
2015-2016 : Fall,Khalifa University of Science and Technology,Female,National,268
2015-2016 : Fall,Khalifa University of Science and Technology,Female,Non-National,16
2017-2018 : Winter,Khalifa University of Science and Technology,Female,National,13
2017-2018 : Winter,Khalifa University of Science and Technology,Female,Non-National,11
2018-2019 : Fall,Khalifa University of Science and Technology,Female,Non-National,109
2019-2020 : Fall,Khalifa University of Science and Technology,Female,National,455
2019-2020 : Fall,Khalifa University of Science and Technology,Female,Non-National,74
2019-2020 : Spring,Khalifa University of Science and Technology,Female,National,37
2019-2020 : Spring,Khalifa University of Science and Technology,Female,Non-National,38
2020-2021 : Fall,Khalifa University of Science and Technology,Female,National,621
2020-2021 : Fall,Khalifa University of Science and Technology,Female,Non-National,123
2021-2022 : Spring,Khalifa University of Science and Technology,Female,National,50
2021-2022 : Spring,Khalifa University of Science and Technology,Female,Non-National,51
2022-2023 : Fall,Khalifa University of Science and Technology,Female,National,396
2022-2023 : Fall,Khalifa University of Science and Technology,Female,Non-National,108
2022-2023 : Full year courses,Khalifa University of Science and Technology,Female,National,6
2022-2023 : Spring,Khalifa University of Science and Technology,Female,Non-National,35
2012-2013 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,27
2012-2013 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,1
2013-2014 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,35
2013-2014 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,4
2014-2015 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,7
2015-2016 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,27
2015-2016 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,National,9
2015-2016 : Spring,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,8
2016-2017 : Fall,MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY ,Female,Non-National,14
2017-2018 : Spring,MENA College of Management,Female,National,2
2017-2018 : Spring,MENA College of Management,Female,Non-National,9
2019-2020 : Spring,MENA College of Management,Female,Non-National,1
2020-2021 : Spring,Mohamed Bin Zayed University Of Artificial Intelligence,Female,National,5
2022-2023 : Fall,Mohamed Bin Zayed University Of Artificial Intelligence,Female,Non-National,24
2022-2023 : Spring,Mohamed Bin Zayed University Of Artificial Intelligence,Female,Non-National,2
2014-2015 : Fall,Mohammed Bin Rashid School of Government,Female,National,4
2016-2017 : Fall,Mohammed Bin Rashid School of Government,Female,National,5
2016-2017 : Spring,Mohammed Bin Rashid School of Government,Female,National,28
2017-2018 : Fall,Mohammed Bin Rashid School of Government,Female,Non-National,13
2017-2018 : Spring,Mohammed Bin Rashid School of Government,Female,National,31
2018-2019 : Fall,MENA College of Management,Female,National,3
2019-2020 : Spring,MENA College of Management,Female,National,2
2020-2021 : Spring,Mohamed Bin Zayed University Of Artificial Intelligence,Female,Non-National,18
2021-2022 : Fall,Mohamed Bin Zayed University Of Artificial Intelligence,Female,National,2
